Method,Iteration,ATTR,AREA,state,FU,REG,MUX,DEC,pin_pair,net,max,min,ave,MISC,MEM,cp_delay,sim,Pmax,Pmin,Pave,Latency,BlockMemoryBit,DSP
BF,1,0,3292,22,1479,1002,743,0,6975,3112,22,22,22,68,-,2.0001ns,-,-,-,-,60,-,-
BF,1,1,3322,24,1479,1044,729,0,6988,3126,24,24,24,70,-,2.0401ns,-,-,-,-,76,-,-
BF,1,2,3292,22,1479,1002,743,0,6975,3112,22,22,22,68,-,2.0001ns,-,-,-,-,60,-,-
BF,1,3,3325,24,1479,1044,730,0,7011,3140,24,24,24,72,-,2.0251ns,-,-,-,-,62,-,-
BF,1,4,3825,23,1603,1350,787,0,7830,3480,24,24,24,85,-,2.0001ns,-,-,-,-,62,-,-
BF,1,5,3871,25,1603,1392,789,0,7885,3513,26,26,26,87,-,2.0901ns,-,-,-,-,79,-,-
BF,1,6,3825,23,1603,1350,787,0,7830,3480,24,24,24,85,-,2.0001ns,-,-,-,-,62,-,-
BF,1,7,3871,25,1603,1392,789,0,7886,3512,26,26,26,87,-,2.0901ns,-,-,-,-,64,-,-
BF,1,8,3903,22,1599,1374,841,0,8055,3577,23,23,23,89,-,1.9801ns,-,-,-,-,61,-,-
BF,1,9,3903,22,1599,1374,841,0,8055,3577,23,23,23,89,-,1.9801ns,-,-,-,-,61,-,-
BF,1,10,3903,22,1599,1374,841,0,8055,3577,23,23,23,89,-,1.9801ns,-,-,-,-,61,-,-
BF,1,11,3903,22,1599,1374,841,0,8055,3577,23,23,23,89,-,1.9801ns,-,-,-,-,61,-,-
BF,1,12,3936,23,1490,1362,984,0,8279,3574,25,25,25,100,-,2.0001ns,-,-,-,-,63,-,-
BF,1,13,3936,23,1490,1362,984,0,8279,3574,25,25,25,100,-,2.0001ns,-,-,-,-,63,-,-
BF,1,14,3936,23,1490,1362,984,0,8279,3574,25,25,25,100,-,2.0001ns,-,-,-,-,63,-,-
BF,1,15,3936,23,1490,1362,984,0,8279,3574,25,25,25,100,-,2.0001ns,-,-,-,-,63,-,-
BF,1,16,3493,24,1500,1056,831,0,7613,3351,24,24,24,106,-,2.0001ns,-,-,-,-,52,-,-
BF,1,17,3533,26,1500,1104,818,0,7656,3381,26,26,26,111,-,2.0601ns,-,-,-,-,70,-,-
BF,1,18,3335,22,1500,1002,764,0,7089,3196,22,22,22,69,-,2.0001ns,-,-,-,-,50,-,-
BF,1,19,3371,24,1500,1050,746,0,7124,3197,24,24,24,75,-,1.9701ns,-,-,-,-,52,-,-
BF,1,20,3499,26,1492,1014,884,0,7704,3395,26,26,26,109,-,2.0001ns,-,-,-,-,54,-,-
BF,1,21,3539,28,1492,1062,872,0,7750,3423,28,28,28,113,-,2.0651ns,-,-,-,-,74,-,-
BF,1,22,3633,23,1609,1164,774,0,7628,3391,24,24,24,86,-,2.0001ns,-,-,-,-,52,-,-
BF,1,23,3878,25,1609,1374,807,0,7948,3505,26,26,26,88,-,2.0001ns,-,-,-,-,54,-,-
BF,1,24,3365,25,1496,966,798,0,7437,3298,25,25,25,105,-,2.0001ns,-,-,-,-,53,-,-
BF,1,25,3365,25,1496,966,798,0,7437,3298,25,25,25,105,-,2.0001ns,-,-,-,-,53,-,-
BF,1,26,3906,22,1605,1380,831,0,8101,3653,23,23,23,90,-,1.9801ns,-,-,-,-,51,-,-
BF,1,27,3906,22,1605,1380,831,0,8101,3653,23,23,23,90,-,1.9801ns,-,-,-,-,51,-,-
BF,1,28,3296,27,1387,960,838,0,7447,3320,27,27,27,111,-,2.76ns,-,-,-,-,55,-,-
BF,1,29,3296,27,1387,960,838,0,7447,3320,27,27,27,111,-,2.76ns,-,-,-,-,55,-,-
BF,1,30,3930,23,1496,1362,965,0,8280,3616,25,25,25,107,-,1.9001ns,-,-,-,-,53,-,-
BF,1,31,3930,23,1496,1362,965,0,8280,3616,25,25,25,107,-,1.9001ns,-,-,-,-,53,-,-
BF,1,32,3822,25,1490,1068,1011,0,9791,3969,25,25,25,253,-,2.0001ns,-,-,-,-,47,-,-
BF,1,33,3866,27,1490,1116,1000,0,9865,4016,27,27,27,260,-,2.0601ns,-,-,-,-,66,-,-
BF,1,34,3379,22,1490,1008,785,0,7488,3325,22,22,22,96,-,2.0001ns,-,-,-,-,44,-,-
BF,1,35,3410,24,1490,1050,768,0,7528,3327,24,24,24,102,-,1.9701ns,-,-,-,-,46,-,-
BF,1,36,3820,26,1482,1020,1065,0,9840,3976,26,26,26,253,-,2.0001ns,-,-,-,-,48,-,-
BF,1,37,3860,28,1482,1068,1053,0,9883,4003,28,28,28,257,-,2.0651ns,-,-,-,-,68,-,-
BF,1,38,3668,23,1599,1158,798,0,8031,3516,24,24,24,113,-,2.0001ns,-,-,-,-,46,-,-
BF,1,39,3922,25,1599,1374,834,0,8365,3638,26,26,26,115,-,2.0001ns,-,-,-,-,48,-,-
BF,1,40,3714,26,1486,972,1006,0,9661,3917,26,26,26,250,-,2.0001ns,-,-,-,-,48,-,-
BF,1,41,3684,28,1584,780,1070,0,10027,3998,28,28,28,250,-,2.1201ns,-,-,-,-,70,-,-
BF,1,42,3939,22,1595,1374,854,0,8396,3707,23,23,23,116,-,1.9801ns,-,-,-,-,45,-,-
BF,1,43,3939,22,1595,1374,854,0,8396,3707,23,23,23,116,-,1.9801ns,-,-,-,-,45,-,-
BF,1,44,4470,28,1584,1344,1281,0,11209,4447,28,28,28,261,-,2.0001ns,-,-,-,-,51,-,-
BF,1,45,3686,29,1584,780,1072,0,10037,3998,29,29,29,250,-,2.1601ns,-,-,-,-,72,-,-
BF,1,46,4002,23,1486,1362,1027,0,8707,3765,25,25,25,127,-,2.0001ns,-,-,-,-,47,-,-
BF,1,47,4002,23,1486,1362,1027,0,8707,3765,25,25,25,127,-,2.0001ns,-,-,-,-,47,-,-
BF,1,48,3330,26,1479,1002,756,0,7159,3188,26,26,26,93,-,1.9801ns,-,-,-,-,56,-,-
BF,1,49,3365,28,1479,1050,740,0,7189,3212,28,28,28,96,-,2.0201ns,-,-,-,-,60,-,-
BF,1,50,3330,26,1479,1002,756,0,7159,3188,26,26,26,93,-,1.9801ns,-,-,-,-,56,-,-
BF,1,51,3365,28,1479,1050,740,0,7189,3212,28,28,28,96,-,2.0201ns,-,-,-,-,60,-,-
BF,1,52,3960,27,1597,1356,895,0,8302,3658,28,28,28,112,-,2.0001ns,-,-,-,-,59,-,-
BF,1,53,3945,29,1597,1374,862,0,8271,3646,30,30,30,112,-,1.9601ns,-,-,-,-,63,-,-
BF,1,54,3960,27,1597,1356,895,0,8302,3658,28,28,28,112,-,2.0001ns,-,-,-,-,59,-,-
BF,1,55,3945,29,1597,1374,862,0,8271,3646,30,30,30,112,-,1.9601ns,-,-,-,-,63,-,-
BF,1,56,3944,26,1593,1380,862,0,8241,3685,27,27,27,109,-,1.9801ns,-,-,-,-,57,-,-
BF,1,57,3944,26,1593,1380,862,0,8241,3685,27,27,27,109,-,1.9801ns,-,-,-,-,57,-,-
BF,1,58,3944,26,1593,1380,862,0,8241,3685,27,27,27,109,-,1.9801ns,-,-,-,-,57,-,-
BF,1,59,3944,26,1593,1380,862,0,8241,3685,27,27,27,109,-,1.9801ns,-,-,-,-,57,-,-
BF,1,60,3967,27,1484,1362,1000,0,8453,3676,29,29,29,121,-,1.9801ns,-,-,-,-,60,-,-
BF,1,61,3967,27,1484,1362,1000,0,8453,3676,29,29,29,121,-,1.9801ns,-,-,-,-,60,-,-
BF,1,62,3967,27,1484,1362,1000,0,8453,3676,29,29,29,121,-,1.9801ns,-,-,-,-,60,-,-
BF,1,63,3967,27,1484,1362,1000,0,8453,3676,29,29,29,121,-,1.9801ns,-,-,-,-,60,-,-
BF,1,64,3505,25,1500,1062,832,0,7649,3376,25,25,25,111,-,2.0001ns,-,-,-,-,58,-,-
BF,1,65,3551,27,1500,1110,824,0,7708,3413,27,27,27,117,-,2.0601ns,-,-,-,-,76,-,-
BF,1,66,3340,23,1500,1002,766,0,7119,3212,23,23,23,72,-,2.0001ns,-,-,-,-,56,-,-
BF,1,67,3375,25,1500,1050,749,0,7134,3202,25,25,25,76,-,2.0401ns,-,-,-,-,58,-,-
BF,1,68,3484,27,1492,1014,863,0,7699,3442,27,27,27,115,-,2.0001ns,-,-,-,-,60,-,-
BF,1,69,3526,29,1492,1062,852,0,7753,3475,29,29,29,120,-,2.0601ns,-,-,-,-,80,-,-
BF,1,70,3931,24,1609,1380,853,0,8042,3600,25,25,25,89,-,2.0001ns,-,-,-,-,58,-,-
BF,1,71,3904,26,1609,1374,827,0,8032,3600,27,27,27,94,-,1.9601ns,-,-,-,-,60,-,-
BF,1,72,3372,26,1496,966,799,0,7475,3328,26,26,26,111,-,2.0001ns,-,-,-,-,59,-,-
BF,1,73,3372,26,1496,966,799,0,7475,3328,26,26,26,111,-,2.0001ns,-,-,-,-,59,-,-
BF,1,74,3946,23,1605,1380,872,0,8174,3656,24,24,24,89,-,1.9801ns,-,-,-,-,57,-,-
BF,1,75,3946,23,1605,1380,872,0,8174,3656,24,24,24,89,-,1.9801ns,-,-,-,-,57,-,-
BF,1,76,3300,28,1387,960,840,0,7466,3329,28,28,28,113,-,2.76ns,-,-,-,-,61,-,-
BF,1,77,3300,28,1387,960,840,0,7466,3329,28,28,28,113,-,2.76ns,-,-,-,-,61,-,-
BF,1,78,3977,24,1496,1362,1012,0,8424,3679,26,26,26,107,-,2.0001ns,-,-,-,-,59,-,-
BF,1,79,3977,24,1496,1362,1012,0,8424,3679,26,26,26,107,-,2.0001ns,-,-,-,-,59,-,-
BF,1,80,3483,25,1495,1062,819,0,7604,3333,25,25,25,107,-,2.0001ns,-,-,-,-,48,-,-
BF,1,81,3529,27,1495,1110,811,0,7661,3370,27,27,27,113,-,2.0601ns,-,-,-,-,66,-,-
BF,1,82,3312,23,1495,1002,745,0,7042,3145,23,23,23,70,-,2.0001ns,-,-,-,-,46,-,-
BF,1,83,3352,25,1495,1050,733,0,7080,3175,25,25,25,74,-,2.0401ns,-,-,-,-,48,-,-
BF,1,84,3473,27,1487,1014,860,0,7671,3398,27,27,27,112,-,2.0001ns,-,-,-,-,50,-,-
BF,1,85,3515,29,1487,1062,849,0,7725,3431,29,29,29,117,-,2.0601ns,-,-,-,-,70,-,-
BF,1,86,3911,24,1604,1380,840,0,7984,3546,25,25,25,87,-,2.0001ns,-,-,-,-,48,-,-
BF,1,87,3881,26,1604,1374,811,0,7972,3544,27,27,27,92,-,1.9601ns,-,-,-,-,50,-,-
BF,1,88,3361,26,1491,966,795,0,7453,3288,26,26,26,109,-,2.0001ns,-,-,-,-,49,-,-
BF,1,89,3361,26,1491,966,795,0,7453,3288,26,26,26,109,-,2.0001ns,-,-,-,-,49,-,-
BF,1,90,3921,23,1600,1380,855,0,8106,3595,24,24,24,86,-,1.9801ns,-,-,-,-,47,-,-
BF,1,91,3921,23,1600,1380,855,0,8106,3595,24,24,24,86,-,1.9801ns,-,-,-,-,47,-,-
BF,1,92,3289,28,1382,960,836,0,7444,3289,28,28,28,111,-,2.76ns,-,-,-,-,51,-,-
BF,1,93,3289,28,1382,960,836,0,7444,3289,28,28,28,111,-,2.76ns,-,-,-,-,51,-,-
BF,1,94,3953,24,1491,1362,995,0,8363,3623,26,26,26,105,-,2.0001ns,-,-,-,-,49,-,-
BF,1,95,3953,24,1491,1362,995,0,8363,3623,26,26,26,105,-,2.0001ns,-,-,-,-,49,-,-
BF,1,96,3917,26,1507,1074,1045,0,10276,4116,26,26,26,291,-,2.0001ns,-,-,-,-,43,-,-
BF,1,97,3957,28,1507,1122,1032,0,10329,4151,28,28,28,296,-,2.0601ns,-,-,-,-,62,-,-
BF,1,98,3464,23,1507,1008,813,0,7973,3479,23,23,23,136,-,2.0001ns,-,-,-,-,40,-,-
BF,1,99,3500,25,1507,1056,797,0,8001,3474,25,25,25,140,-,2.0401ns,-,-,-,-,42,-,-
BF,1,100,3915,27,1499,1026,1094,0,10365,4156,27,27,27,296,-,2.0001ns,-,-,-,-,44,-,-
BF,1,101,3956,29,1499,1074,1083,0,10403,4179,29,29,29,300,-,2.0651ns,-,-,-,-,64,-,-
BF,1,102,4000,24,1616,1374,851,0,8902,3857,25,25,25,159,-,1.9001ns,-,-,-,-,42,-,-
BF,1,103,4088,26,1616,1380,928,0,9260,3972,27,27,27,164,-,1.9601ns,-,-,-,-,44,-,-
BF,1,104,3795,27,1503,972,1028,0,10155,4078,27,27,27,292,-,2.0001ns,-,-,-,-,44,-,-
BF,1,105,3773,29,1601,786,1095,0,10544,4165,29,29,29,291,-,2.1201ns,-,-,-,-,66,-,-
BF,1,106,4034,23,1612,1380,890,0,8982,3923,24,24,24,152,-,1.9801ns,-,-,-,-,41,-,-
BF,1,107,4034,23,1612,1380,890,0,8982,3923,24,24,24,152,-,1.9801ns,-,-,-,-,41,-,-
BF,1,108,4544,29,1601,1344,1297,0,11679,4592,29,29,29,302,-,2.0001ns,-,-,-,-,47,-,-
BF,1,109,3775,30,1601,786,1096,0,10555,4172,30,30,30,292,-,2.1201ns,-,-,-,-,68,-,-
BF,1,110,4074,24,1503,1380,1018,0,9197,3918,26,26,26,173,-,1.9001ns,-,-,-,-,43,-,-
BF,1,111,4074,24,1503,1380,1018,0,9197,3918,26,26,26,173,-,1.9001ns,-,-,-,-,43,-,-
BF,1,112,3492,23,1485,1062,823,0,7612,3351,23,23,23,122,-,1.9801ns,-,-,-,-,49,-,-
BF,1,113,3537,25,1485,1110,814,0,7676,3396,25,25,25,128,-,2.0601ns,-,-,-,-,53,-,-
BF,1,114,3328,22,1485,1002,755,0,7118,3207,22,22,22,86,-,1.9801ns,-,-,-,-,47,-,-
BF,1,115,3363,24,1485,1050,737,0,7156,3206,24,24,24,91,-,1.9801ns,-,-,-,-,51,-,-
BF,1,116,3471,25,1477,1014,856,0,7625,3383,25,25,25,124,-,2.0001ns,-,-,-,-,53,-,-
BF,1,117,3518,27,1477,1062,848,0,7711,3434,27,27,27,131,-,2.0601ns,-,-,-,-,57,-,-
BF,1,118,3946,23,1594,1380,873,0,8168,3633,24,24,24,99,-,1.9801ns,-,-,-,-,50,-,-
BF,1,119,3916,25,1594,1374,846,0,8155,3630,26,26,26,102,-,1.9801ns,-,-,-,-,54,-,-
BF,1,120,3366,24,1481,966,805,0,7421,3276,24,24,24,114,-,2.0001ns,-,-,-,-,51,-,-
BF,1,121,3366,24,1481,966,805,0,7421,3276,24,24,24,114,-,2.0001ns,-,-,-,-,51,-,-
BF,1,122,3929,22,1590,1380,862,0,8154,3642,23,23,23,97,-,1.9801ns,-,-,-,-,48,-,-
BF,1,123,3929,22,1590,1380,862,0,8154,3642,23,23,23,97,-,1.9801ns,-,-,-,-,48,-,-
BF,1,124,3293,26,1372,960,844,0,7402,3277,26,26,26,117,-,2.8ns,-,-,-,-,55,-,-
BF,1,125,3293,26,1372,960,844,0,7402,3277,26,26,26,117,-,2.8ns,-,-,-,-,55,-,-
BF,1,126,3956,23,1481,1362,1000,0,8378,3646,25,25,25,113,-,1.9801ns,-,-,-,-,51,-,-
BF,1,127,3956,23,1481,1362,1000,0,8378,3646,25,25,25,113,-,1.9801ns,-,-,-,-,51,-,-
BF,1,128,3905,29,1490,1056,1101,0,10111,4071,29,29,29,258,-,2.0001ns,-,-,-,-,59,-,-
BF,1,129,3941,31,1490,1104,1084,0,10146,4095,31,31,31,263,-,2.0601ns,-,-,-,-,78,-,-
BF,1,130,3423,26,1490,1008,818,0,7734,3446,26,26,26,107,-,2.0001ns,-,-,-,-,56,-,-
BF,1,131,3459,28,1490,1056,801,0,7770,3446,28,28,28,112,-,1.9701ns,-,-,-,-,58,-,-
BF,1,132,3909,30,1482,1008,1156,0,10189,4113,30,30,30,263,-,2.0001ns,-,-,-,-,60,-,-
BF,1,133,3947,32,1482,1056,1140,0,10215,4133,32,32,32,269,-,2.0301ns,-,-,-,-,80,-,-
BF,1,134,3762,27,1599,1182,855,0,8418,3696,28,28,28,126,-,2.0001ns,-,-,-,-,58,-,-
BF,1,135,3998,29,1599,1380,891,0,8763,3823,30,30,30,128,-,1.9601ns,-,-,-,-,60,-,-
BF,1,136,3893,30,1486,1002,1147,0,10121,4103,30,30,30,258,-,2.0001ns,-,-,-,-,60,-,-
BF,1,137,3771,32,1584,768,1154,0,10381,4130,32,32,32,265,-,2.1801ns,-,-,-,-,82,-,-
BF,1,138,3988,26,1595,1380,888,0,8630,3839,27,27,27,125,-,1.9801ns,-,-,-,-,57,-,-
BF,1,139,3988,26,1595,1380,888,0,8630,3839,27,27,27,125,-,1.9801ns,-,-,-,-,57,-,-
BF,1,140,4550,32,1584,1368,1320,0,11467,4596,32,32,32,278,-,2.0701ns,-,-,-,-,63,-,-
BF,1,141,3822,33,1584,774,1166,0,10537,4228,33,33,33,298,-,2.1801ns,-,-,-,-,84,-,-
BF,1,142,4016,27,1486,1368,1018,0,8902,3856,29,29,29,144,-,1.9001ns,-,-,-,-,59,-,-
BF,1,143,4016,27,1486,1368,1018,0,8902,3856,29,29,29,144,-,1.9001ns,-,-,-,-,59,-,-
BF,1,144,4023,30,1507,1056,1159,0,10766,4295,30,30,30,301,-,2.0001ns,-,-,-,-,54,-,-
BF,1,145,4061,32,1507,1104,1143,0,10802,4316,32,32,32,307,-,2.0601ns,-,-,-,-,73,-,-
BF,1,146,3522,27,1507,1026,841,0,8224,3609,27,27,27,148,-,2.0001ns,-,-,-,-,51,-,-
BF,1,147,3544,29,1507,1056,827,0,8261,3606,29,29,29,154,-,1.9701ns,-,-,-,-,53,-,-
BF,1,148,4032,31,1499,1008,1217,0,10859,4344,31,31,31,308,-,2.0001ns,-,-,-,-,55,-,-
BF,1,149,4120,33,1499,1062,1212,0,11039,4462,33,33,33,347,-,2.0401ns,-,-,-,-,75,-,-
BF,1,150,3860,28,1616,1206,873,0,8909,3866,29,29,29,165,-,2.0001ns,-,-,-,-,53,-,-
BF,1,151,4099,30,1616,1398,916,0,9258,3992,31,31,31,169,-,1.9601ns,-,-,-,-,55,-,-
BF,1,152,3975,31,1503,1002,1169,0,10664,4287,31,31,31,301,-,2.0001ns,-,-,-,-,55,-,-
BF,1,153,3992,33,1601,792,1261,0,11282,4477,33,33,33,338,-,2.1601ns,-,-,-,-,77,-,-
BF,1,154,4145,27,1612,1380,987,0,9429,4110,28,28,28,166,-,1.9801ns,-,-,-,-,52,-,-
BF,1,155,4145,27,1612,1380,987,0,9429,4110,28,28,28,166,-,1.9801ns,-,-,-,-,52,-,-
BF,1,156,4675,33,1601,1374,1348,0,12055,4821,33,33,33,352,-,2.1101ns,-,-,-,-,58,-,-
BF,1,157,3997,34,1601,792,1264,0,11301,4488,34,34,34,340,-,2.1601ns,-,-,-,-,79,-,-
BF,1,158,4188,28,1503,1386,1114,0,9681,4120,30,30,30,185,-,1.9001ns,-,-,-,-,54,-,-
BF,1,159,4188,28,1503,1386,1114,0,9681,4120,30,30,30,185,-,1.9001ns,-,-,-,-,54,-,-
BF,1,160,3806,29,1474,1056,1048,0,9625,3935,29,29,29,228,-,2.0001ns,-,-,-,-,43,-,-
BF,1,161,3845,31,1474,1104,1035,0,9663,3959,31,31,31,232,-,2.0651ns,-,-,-,-,62,-,-
BF,1,162,3325,26,1474,1008,766,0,7234,3297,26,26,26,77,-,2.0001ns,-,-,-,-,40,-,-
BF,1,163,3363,28,1474,1056,751,0,7283,3302,28,28,28,82,-,1.9701ns,-,-,-,-,42,-,-
BF,1,164,3810,30,1466,1008,1103,0,9700,3974,30,30,30,233,-,2.0001ns,-,-,-,-,44,-,-
BF,1,165,3852,32,1466,1056,1091,0,9739,4001,32,32,32,239,-,2.0301ns,-,-,-,-,64,-,-
BF,1,166,3839,27,1583,1356,801,0,8117,3645,28,28,28,99,-,1.9001ns,-,-,-,-,42,-,-
BF,1,167,3938,29,1583,1380,874,0,8469,3751,30,30,30,101,-,1.9601ns,-,-,-,-,44,-,-
BF,1,168,3796,30,1470,1002,1097,0,9633,3961,30,30,30,227,-,2.0001ns,-,-,-,-,44,-,-
BF,1,169,3675,32,1568,768,1104,0,9890,3988,32,32,32,235,-,2.1201ns,-,-,-,-,66,-,-
BF,1,170,3891,26,1579,1380,838,0,8147,3703,27,27,27,94,-,1.9801ns,-,-,-,-,41,-,-
BF,1,171,3891,26,1579,1380,838,0,8147,3703,27,27,27,94,-,1.9801ns,-,-,-,-,41,-,-
BF,1,172,4492,32,1568,1368,1310,0,11098,4493,32,32,32,246,-,2.0701ns,-,-,-,-,47,-,-
BF,1,173,3726,33,1568,774,1116,0,10046,4086,33,33,33,268,-,2.1601ns,-,-,-,-,68,-,-
BF,1,174,3919,27,1470,1368,968,0,8410,3712,29,29,29,113,-,1.9001ns,-,-,-,-,43,-,-
BF,1,175,3919,27,1470,1368,968,0,8410,3712,29,29,29,113,-,1.9001ns,-,-,-,-,43,-,-
BF,1,176,3800,25,1474,1056,1035,0,9572,3900,25,25,25,235,-,2.0001ns,-,-,-,-,50,-,-
BF,1,177,3840,27,1474,1104,1023,0,9611,3923,27,27,27,239,-,2.0651ns,-,-,-,-,54,-,-
BF,1,178,3316,22,1474,1008,752,0,7166,3246,22,22,22,82,-,1.9801ns,-,-,-,-,44,-,-
BF,1,179,3350,24,1474,1056,733,0,7201,3243,24,24,24,87,-,1.9701ns,-,-,-,-,48,-,-
BF,1,180,3805,26,1466,1008,1092,0,9634,3928,26,26,26,239,-,2.0001ns,-,-,-,-,52,-,-
BF,1,181,3846,28,1466,1056,1079,0,9688,3963,28,28,28,245,-,2.0301ns,-,-,-,-,56,-,-
BF,1,182,3825,23,1583,1356,783,0,8039,3591,24,24,24,103,-,1.9001ns,-,-,-,-,47,-,-
BF,1,183,3925,25,1583,1380,856,0,8392,3702,26,26,26,106,-,1.9401ns,-,-,-,-,51,-,-
BF,1,184,3790,26,1470,1002,1085,0,9562,3913,26,26,26,233,-,2.0001ns,-,-,-,-,52,-,-
BF,1,185,4264,28,1568,1152,1300,0,10839,4289,28,28,28,244,-,2.1001ns,-,-,-,-,54,-,-
BF,1,186,3881,22,1579,1380,827,0,8079,3653,23,23,23,95,-,1.9801ns,-,-,-,-,45,-,-
BF,1,187,3881,22,1579,1380,827,0,8079,3653,23,23,23,95,-,1.9801ns,-,-,-,-,45,-,-
BF,1,188,4125,28,1470,1206,1196,0,10431,4222,28,28,28,253,-,2.0001ns,-,-,-,-,40,-,-
BF,1,189,4266,29,1568,1152,1300,0,10857,4303,29,29,29,246,-,2.1001ns,-,-,-,-,57,-,-
BF,1,190,3907,23,1470,1368,955,0,8331,3657,25,25,25,114,-,1.9001ns,-,-,-,-,48,-,-
BF,1,191,3907,23,1470,1368,955,0,8331,3657,25,25,25,114,-,1.9001ns,-,-,-,-,48,-,-
BF,1,192,3441,38,1479,1008,774,0,7622,3457,38,38,38,180,-,1.9801ns,-,-,-,-,57,-,-
BF,1,193,3471,40,1479,1050,756,0,7651,3480,40,40,40,186,-,2.0201ns,-,-,-,-,70,-,-
BF,1,194,3441,38,1479,1008,774,0,7622,3457,38,38,38,180,-,1.9801ns,-,-,-,-,43,-,-
BF,1,195,3475,40,1479,1050,759,0,7671,3493,40,40,40,187,-,2.0201ns,-,-,-,-,43,-,-
BF,1,196,3738,39,1588,1188,767,0,8125,3675,40,40,40,195,-,2.0001ns,-,-,-,-,59,-,-
BF,1,197,3967,41,1588,1374,803,0,8477,3808,42,42,42,202,-,2.0001ns,-,-,-,-,74,-,-
BF,1,198,3738,39,1588,1188,767,0,8125,3675,40,40,40,195,-,2.0001ns,-,-,-,-,43,-,-
BF,1,199,3970,41,1588,1374,803,0,8508,3828,42,42,42,205,-,2.0001ns,-,-,-,-,43,-,-
BF,1,200,4012,38,1584,1380,847,0,8556,3871,39,39,39,201,-,1.9801ns,-,-,-,-,44,-,-
BF,1,201,4012,38,1584,1380,847,0,8556,3871,39,39,39,201,-,1.9801ns,-,-,-,-,44,-,-
BF,1,202,4012,38,1584,1380,847,0,8556,3871,39,39,39,201,-,1.9801ns,-,-,-,-,43,-,-
BF,1,203,4012,38,1584,1380,847,0,8556,3871,39,39,39,201,-,1.9801ns,-,-,-,-,43,-,-
BF,1,204,4081,39,1475,1368,1021,0,8885,3940,41,41,41,217,-,1.9801ns,-,-,-,-,44,-,-
BF,1,205,4081,39,1475,1368,1021,0,8885,3940,41,41,41,217,-,1.9801ns,-,-,-,-,44,-,-
BF,1,206,4081,39,1475,1368,1021,0,8885,3940,41,41,41,217,-,1.9801ns,-,-,-,-,43,-,-
BF,1,207,4081,39,1475,1368,1021,0,8885,3940,41,41,41,217,-,1.9801ns,-,-,-,-,43,-,-
BF,1,208,3718,40,1485,1068,941,0,8507,3731,40,40,40,224,-,2.0001ns,-,-,-,-,49,-,-
BF,1,209,3765,42,1485,1116,931,0,8599,3794,42,42,42,233,-,2.0601ns,-,-,-,-,64,-,-
BF,1,210,3520,38,1485,1008,847,0,7908,3501,38,38,38,180,-,1.9801ns,-,-,-,-,33,-,-
BF,1,211,3555,40,1485,1050,832,0,7960,3539,40,40,40,188,-,2.0901ns,-,-,-,-,33,-,-
BF,1,212,3704,42,1477,1014,985,0,8615,3769,42,42,42,228,-,2.0001ns,-,-,-,-,51,-,-
BF,1,213,3745,44,1477,1062,970,0,8664,3806,44,44,44,236,-,2.0301ns,-,-,-,-,68,-,-
BF,1,214,4104,39,1594,1380,934,0,8779,3879,40,40,40,196,-,2.0001ns,-,-,-,-,33,-,-
BF,1,215,4107,41,1594,1398,910,0,8842,3917,42,42,42,205,-,2.0001ns,-,-,-,-,33,-,-
BF,1,216,3540,41,1481,990,846,0,8159,3628,41,41,41,223,-,2.0001ns,-,-,-,-,34,-,-
BF,1,217,3540,41,1481,990,846,0,8159,3628,41,41,41,223,-,2.0001ns,-,-,-,-,34,-,-
BF,1,218,4112,38,1590,1380,940,0,8977,3990,39,39,39,202,-,1.9801ns,-,-,-,-,33,-,-
BF,1,219,4112,38,1590,1380,940,0,8977,3990,39,39,39,202,-,1.9801ns,-,-,-,-,33,-,-
BF,1,220,3482,43,1372,990,892,0,8171,3641,43,43,43,228,-,2.76ns,-,-,-,-,34,-,-
BF,1,221,3482,43,1372,990,892,0,8171,3641,43,43,43,228,-,2.76ns,-,-,-,-,34,-,-
BF,1,222,4163,39,1481,1368,1097,0,9226,4013,41,41,41,217,-,1.9801ns,-,-,-,-,33,-,-
BF,1,223,4163,39,1481,1368,1097,0,9226,4013,41,41,41,217,-,1.9801ns,-,-,-,-,33,-,-
BF,1,224,4138,41,1474,1128,1196,0,10744,4361,41,41,41,340,-,2.0001ns,-,-,-,-,44,-,-
BF,1,225,4154,43,1474,1158,1175,0,10764,4384,43,43,43,347,-,2.0601ns,-,-,-,-,60,-,-
BF,1,226,3609,38,1474,1062,905,0,8217,3605,38,38,38,168,-,1.9801ns,-,-,-,-,27,-,-
BF,1,227,3655,40,1474,1110,895,0,8273,3649,40,40,40,176,-,2.0401ns,-,-,-,-,27,-,-
BF,1,228,4168,42,1466,1128,1236,0,10797,4408,42,42,42,338,-,2.0001ns,-,-,-,-,45,-,-
BF,1,229,4164,44,1466,1134,1219,0,10809,4422,44,44,44,345,-,2.0301ns,-,-,-,-,62,-,-
BF,1,230,4162,39,1583,1386,1011,0,9052,3933,40,40,40,182,-,2.0001ns,-,-,-,-,27,-,-
BF,1,231,4174,41,1583,1410,989,0,9137,4008,42,42,42,192,-,2.0001ns,-,-,-,-,45,-,-
BF,1,232,4085,42,1470,1062,1214,0,10659,4336,42,42,42,339,-,2.0001ns,-,-,-,-,46,-,-
BF,1,233,4045,44,1568,870,1272,0,10985,4392,44,44,44,335,-,2.1201ns,-,-,-,-,45,-,-
BF,1,234,4154,38,1579,1386,997,0,9211,4075,39,39,39,192,-,1.9801ns,-,-,-,-,27,-,-
