Method,Iteration,ATTR,AREA,state,FU,REG,MUX,DEC,pin_pair,net,max,min,ave,MISC,MEM,cp_delay,sim,Pmax,Pmin,Pave,Latency,BlockMemoryBit,DSP
BF,1,294,6010,13,4488,1080,376,14,10160,4844,13,13,13,52,-,3.2109ns,-,-,-,-,24,-,-
BF,1,296,1874,7,588,858,356,14,3200,1483,8,8,8,58,-,3.1261ns,-,-,-,-,27,-,-
BF,1,297,1848,7,588,852,338,14,3137,1456,8,8,8,56,-,2.9555ns,-,-,-,-,27,-,-
BF,1,298,1850,8,588,846,358,14,3166,1467,8,8,8,44,-,3.0861ns,-,-,-,-,35,-,-
BF,1,299,1824,8,588,840,340,14,3103,1440,8,8,8,42,-,2.9355ns,-,-,-,-,35,-,-
BF,1,300,1966,7,589,912,403,12,3381,1563,7,7,7,50,-,3.0421ns,-,-,-,-,32,-,-
BF,1,301,1920,7,589,912,365,12,3239,1506,7,7,7,42,-,2.7848ns,-,-,-,-,32,-,-
BF,1,302,3377,9,1684,1134,487,12,5764,2702,9,9,9,60,-,3.6871ns,-,-,-,-,26,-,-
BF,1,303,3261,9,1686,1110,408,12,5469,2590,9,9,9,45,-,3.4898ns,-,-,-,-,26,-,-
BF,1,304,6132,13,4483,1176,407,12,10313,4919,13,13,13,54,-,3.2109ns,-,-,-,-,22,-,-
BF,1,306,2021,7,583,954,406,12,3431,1588,8,8,8,66,-,3.0821ns,-,-,-,-,25,-,-
BF,1,307,1963,7,583,942,368,12,3281,1527,8,8,8,58,-,2.8548ns,-,-,-,-,25,-,-
BF,1,308,1997,8,583,942,408,12,3400,1574,8,8,8,52,-,3.0621ns,-,-,-,-,33,-,-
BF,1,309,1939,8,583,930,370,12,3250,1513,8,8,8,44,-,2.8348ns,-,-,-,-,33,-,-
BF,1,310,1681,5,584,768,304,0,2824,1311,5,5,5,25,-,2.7448ns,-,-,-,-,29,-,-
BF,1,311,1681,5,584,768,304,0,2824,1311,5,5,5,25,-,2.7448ns,-,-,-,-,29,-,-
BF,1,312,3040,7,1679,984,347,0,5060,2397,7,7,7,30,-,3.5948ns,-,-,-,-,23,-,-
BF,1,313,3040,7,1679,984,347,0,5060,2397,7,7,7,30,-,3.5948ns,-,-,-,-,23,-,-
BF,1,314,5764,12,4478,984,263,0,9632,4637,12,12,12,39,-,3.2109ns,-,-,-,-,20,-,-
BF,1,315,5645,12,4178,1002,424,0,9526,4457,12,12,12,41,-,3.2909ns,-,-,-,-,20,-,-
BF,1,316,1732,5,578,810,302,0,2866,1330,6,6,6,42,-,2.7448ns,-,-,-,-,22,-,-
BF,1,317,1732,5,578,810,302,0,2866,1330,6,6,6,42,-,2.7448ns,-,-,-,-,22,-,-
BF,1,318,1701,6,578,792,304,0,2833,1316,6,6,6,27,-,2.7448ns,-,-,-,-,30,-,-
BF,1,319,1701,6,578,792,304,0,2833,1316,6,6,6,27,-,2.7448ns,-,-,-,-,30,-,-
BF,1,320,2123,7,587,1200,302,0,3332,1577,7,7,7,34,-,2.7448ns,-,-,-,-,45,-,-
BF,1,321,2123,7,587,1200,302,0,3332,1577,7,7,7,34,-,2.7448ns,-,-,-,-,45,-,-
BF,1,322,3309,9,1694,1206,371,0,5472,2591,9,9,9,38,-,3.5948ns,-,-,-,-,39,-,-
BF,1,323,3309,9,1694,1206,371,0,5472,2591,9,9,9,38,-,3.5948ns,-,-,-,-,39,-,-
BF,1,324,5921,13,4487,1104,281,0,9852,4737,13,13,13,49,-,3.2109ns,-,-,-,-,35,-,-
BF,1,325,5935,13,4187,1266,431,0,9865,4631,13,13,13,51,-,3.291ns,-,-,-,-,35,-,-
BF,1,326,1691,7,593,810,238,0,2785,1332,8,8,8,50,-,2.7448ns,-,-,-,-,38,-,-
BF,1,327,1691,7,593,810,238,0,2785,1332,8,8,8,50,-,2.7448ns,-,-,-,-,38,-,-
BF,1,328,1654,8,593,792,234,0,2724,1303,8,8,8,35,-,2.7448ns,-,-,-,-,47,-,-
BF,1,329,1654,8,593,792,234,0,2724,1303,8,8,8,35,-,2.7448ns,-,-,-,-,47,-,-
BF,1,330,2149,7,583,1206,323,0,3410,1606,7,7,7,37,-,2.7448ns,-,-,-,-,37,-,-
BF,1,331,2121,7,583,1200,304,0,3340,1575,7,7,7,34,-,2.7448ns,-,-,-,-,37,-,-
BF,1,332,3352,9,1690,1212,405,0,5600,2636,9,9,9,45,-,3.5948ns,-,-,-,-,31,-,-
BF,1,333,3319,9,1712,1206,365,0,5492,2605,9,9,9,36,-,3.7378ns,-,-,-,-,31,-,-
BF,1,334,5892,9,4483,1104,267,0,9745,4677,9,9,9,38,-,3.211ns,-,-,-,-,23,-,-
BF,1,336,1715,7,589,816,257,0,2864,1366,8,8,8,53,-,2.7448ns,-,-,-,-,30,-,-
BF,1,337,1688,7,589,810,239,0,2799,1337,8,8,8,50,-,2.7448ns,-,-,-,-,30,-,-
BF,1,338,1678,8,589,798,253,0,2803,1337,8,8,8,38,-,2.7448ns,-,-,-,-,39,-,-
BF,1,339,1651,8,589,792,235,0,2738,1308,8,8,8,35,-,2.7448ns,-,-,-,-,39,-,-
BF,1,340,2193,7,598,1200,348,0,3577,1678,7,7,7,47,-,2.7448ns,-,-,-,-,33,-,-
BF,1,341,2118,7,583,1200,301,0,3357,1587,7,7,7,34,-,2.7448ns,-,-,-,-,33,-,-
BF,1,342,3408,9,1699,1206,438,0,5794,2713,9,9,9,65,-,3.5498ns,-,-,-,-,27,-,-
BF,1,343,3294,9,1692,1206,359,0,5467,2593,9,9,9,37,-,3.7378ns,-,-,-,-,27,-,-
BF,1,344,5853,7,4483,1098,239,0,9647,4643,7,7,7,33,-,3.211ns,-,-,-,-,17,-,-
BF,1,346,1746,7,589,822,274,0,2969,1414,8,8,8,61,-,2.7448ns,-,-,-,-,26,-,-
BF,1,347,1685,7,589,810,236,0,2813,1347,8,8,8,50,-,2.7448ns,-,-,-,-,26,-,-
BF,1,348,1709,8,589,804,270,0,2908,1385,8,8,8,46,-,2.7448ns,-,-,-,-,35,-,-
BF,1,349,1648,8,589,792,232,0,2752,1318,8,8,8,35,-,2.7448ns,-,-,-,-,35,-,-
BF,1,350,2177,13,578,1206,341,0,3553,1692,13,13,13,52,-,2.7948ns,-,-,-,-,37,-,-
BF,1,351,2177,13,578,1206,341,0,3553,1692,13,13,13,52,-,2.7948ns,-,-,-,-,37,-,-
BF,1,352,3345,15,1685,1206,396,0,5654,2690,15,15,15,58,-,3.6448ns,-,-,-,-,31,-,-
BF,1,353,3345,15,1685,1206,396,0,5654,2690,15,15,15,58,-,3.6448ns,-,-,-,-,31,-,-
BF,1,354,5905,12,4478,1104,279,0,9799,4699,12,12,12,44,-,3.2109ns,-,-,-,-,20,-,-
BF,1,355,5905,11,4178,1266,420,0,9755,4570,11,11,11,41,-,3.291ns,-,-,-,-,19,-,-
BF,1,356,1731,13,587,816,259,0,3011,1441,14,14,14,69,-,2.7448ns,-,-,-,-,30,-,-
BF,1,357,1731,13,587,816,259,0,3011,1441,14,14,14,69,-,2.7448ns,-,-,-,-,30,-,-
BF,1,358,1698,14,587,798,260,0,2963,1418,14,14,14,53,-,2.7448ns,-,-,-,-,39,-,-
BF,1,359,1698,14,587,798,260,0,2963,1418,14,14,14,53,-,2.7448ns,-,-,-,-,39,-,-
BF,1,360,2405,7,623,1188,555,9,4168,1827,7,7,7,30,-,2.8921ns,-,-,-,-,39,-,-
BF,1,361,1809,7,605,900,281,3,2941,1384,7,7,7,20,-,2.6148ns,-,-,-,-,39,-,-
BF,1,362,3687,9,1724,1194,701,9,6762,2960,9,9,9,59,-,3.6971ns,-,-,-,-,33,-,-
BF,1,363,2977,9,1708,906,337,3,5024,2379,9,9,9,23,-,3.4848ns,-,-,-,-,33,-,-
BF,1,364,6156,13,4508,1092,507,9,10480,4922,13,13,13,40,-,3.2109ns,-,-,-,-,29,-,-
BF,1,366,1976,7,614,810,497,9,3621,1583,8,8,8,46,-,2.8921ns,-,-,-,-,32,-,-
BF,1,367,1373,7,605,510,219,3,2385,1138,8,8,8,36,-,2.6148ns,-,-,-,-,32,-,-
BF,1,368,1939,8,614,792,493,9,3560,1554,8,8,8,31,-,2.8921ns,-,-,-,-,41,-,-
BF,1,369,1336,8,605,492,215,3,2324,1109,8,8,8,21,-,2.6148ns,-,-,-,-,41,-,-
BF,1,370,2432,7,619,1194,576,9,4247,1858,7,7,7,34,-,2.8921ns,-,-,-,-,31,-,-
BF,1,371,1808,7,601,900,283,3,2950,1384,7,7,7,21,-,2.6148ns,-,-,-,-,31,-,-
BF,1,372,3731,9,1720,1200,735,9,6889,3008,9,9,9,67,-,3.6971ns,-,-,-,-,25,-,-
BF,1,373,2968,9,1699,906,336,3,5024,2378,9,9,9,24,-,3.4848ns,-,-,-,-,25,-,-
BF,1,374,6127,9,4504,1092,493,9,10372,4861,9,9,9,29,-,3.211ns,-,-,-,-,17,-,-
BF,1,376,2001,7,610,816,516,9,3705,1620,8,8,8,50,-,2.8921ns,-,-,-,-,24,-,-
BF,1,377,1376,7,601,516,219,3,2403,1146,8,8,8,37,-,2.6148ns,-,-,-,-,24,-,-
BF,1,378,1964,8,610,798,512,9,3644,1591,8,8,8,35,-,2.8921ns,-,-,-,-,33,-,-
BF,1,379,1339,8,601,498,215,3,2342,1117,8,8,8,22,-,2.6148ns,-,-,-,-,33,-,-
BF,1,380,2454,7,619,1188,594,9,4351,1910,7,7,7,44,-,2.8921ns,-,-,-,-,27,-,-
BF,1,381,1808,7,601,900,282,3,2974,1406,7,7,7,22,-,2.6148ns,-,-,-,-,27,-,-
BF,1,382,3770,9,1720,1194,758,9,7052,3088,9,9,9,89,-,3.6971ns,-,-,-,-,21,-,-
BF,1,383,2947,9,1677,906,334,3,5007,2376,9,9,9,27,-,3.4648ns,-,-,-,-,21,-,-
BF,1,384,6092,7,4504,1086,468,9,10287,4838,7,7,7,25,-,3.211ns,-,-,-,-,11,-,-
BF,1,386,2029,7,610,822,529,9,3792,1663,8,8,8,59,-,2.8921ns,-,-,-,-,20,-,-
BF,1,387,1365,7,601,510,213,3,2400,1153,8,8,8,38,-,2.6148ns,-,-,-,-,20,-,-
BF,1,388,1997,8,610,804,530,9,3748,1641,8,8,8,44,-,2.8921ns,-,-,-,-,29,-,-
BF,1,389,1333,8,601,492,214,3,2356,1131,8,8,8,23,-,2.6148ns,-,-,-,-,29,-,-
BF,1,390,2457,13,614,1194,593,9,4378,1936,13,13,13,47,-,2.9421ns,-,-,-,-,31,-,-
BF,1,391,1861,13,596,906,319,3,3151,1493,13,13,13,37,-,2.6648ns,-,-,-,-,31,-,-
BF,1,392,3729,15,1715,1194,733,9,6954,3059,15,15,15,78,-,3.7471ns,-,-,-,-,25,-,-
BF,1,393,3019,15,1699,906,369,3,5216,2478,15,15,15,42,-,3.5348ns,-,-,-,-,25,-,-
BF,1,394,6147,12,4499,1092,510,9,10466,4895,12,12,12,37,-,3.2109ns,-,-,-,-,14,-,-
BF,1,396,2035,13,605,840,517,9,3842,1707,14,14,14,64,-,2.8921ns,-,-,-,-,24,-,-
BF,1,397,1404,13,596,516,234,3,2577,1234,14,14,14,55,-,2.6148ns,-,-,-,-,24,-,-
BF,1,398,1996,14,605,822,511,9,3779,1677,14,14,14,49,-,2.8921ns,-,-,-,-,33,-,-
BF,1,399,1370,14,596,498,233,3,2531,1211,14,14,14,40,-,2.6148ns,-,-,-,-,33,-,-
BF,1,400,1597,6,587,768,230,0,2581,1222,6,6,6,12,-,2.7448ns,-,-,-,-,36,-,-
BF,1,401,1597,6,587,768,230,0,2581,1222,6,6,6,12,-,2.7448ns,-,-,-,-,36,-,-
BF,1,402,2953,8,1688,984,264,0,4798,2304,8,8,8,17,-,3.5948ns,-,-,-,-,30,-,-
BF,1,403,2953,8,1688,984,264,0,4798,2304,8,8,8,17,-,3.5948ns,-,-,-,-,30,-,-
BF,1,404,5670,12,4472,984,185,0,9359,4545,12,12,12,29,-,3.2109ns,-,-,-,-,26,-,-
BF,1,405,5524,12,4172,1002,319,0,9199,4338,12,12,12,31,-,3.291ns,-,-,-,-,26,-,-
BF,1,406,1659,6,587,810,234,0,2661,1262,7,7,7,28,-,2.7448ns,-,-,-,-,29,-,-
BF,1,407,1659,6,587,810,234,0,2661,1262,7,7,7,28,-,2.7448ns,-,-,-,-,29,-,-
BF,1,408,1621,7,587,792,229,0,2597,1232,7,7,7,13,-,2.7448ns,-,-,-,-,38,-,-
BF,1,409,1621,7,587,792,229,0,2597,1232,7,7,7,13,-,2.7448ns,-,-,-,-,38,-,-
BF,1,410,1642,6,583,792,251,0,2680,1271,6,6,6,16,-,2.7448ns,-,-,-,-,28,-,-
BF,1,411,1614,6,583,786,232,0,2610,1240,6,6,6,13,-,2.7448ns,-,-,-,-,28,-,-
BF,1,412,2987,8,1684,990,287,0,4875,2335,8,8,8,26,-,3.5948ns,-,-,-,-,22,-,-
BF,1,413,2948,8,1706,960,264,0,4817,2312,8,8,8,18,-,3.7378ns,-,-,-,-,22,-,-
BF,1,414,5581,8,4468,930,164,0,9132,4426,8,8,8,19,-,3.211ns,-,-,-,-,14,-,-
BF,1,416,1685,6,583,816,253,0,2742,1299,7,7,7,33,-,2.7448ns,-,-,-,-,21,-,-
BF,1,417,1658,6,583,810,235,0,2677,1270,7,7,7,30,-,2.7448ns,-,-,-,-,21,-,-
BF,1,418,1652,7,583,798,253,0,2692,1274,7,7,7,18,-,2.7448ns,-,-,-,-,30,-,-
BF,1,419,1625,7,583,792,235,0,2627,1245,7,7,7,15,-,2.7448ns,-,-,-,-,30,-,-
BF,1,420,1655,6,583,780,267,0,2770,1310,6,6,6,25,-,2.7448ns,-,-,-,-,24,-,-
BF,1,421,1606,6,583,780,231,0,2623,1252,6,6,6,12,-,2.7448ns,-,-,-,-,24,-,-
BF,1,422,3031,8,1684,996,305,0,5029,2412,8,8,8,46,-,3.5948ns,-,-,-,-,18,-,-
BF,1,423,2935,8,1686,972,260,0,4809,2319,8,8,8,17,-,3.7378ns,-,-,-,-,18,-,-
BF,1,424,5449,6,4468,846,124,0,8890,4328,6,6,6,11,-,3.211ns,-,-,-,-,8,-,-
BF,1,426,1712,6,583,822,266,0,2833,1343,7,7,7,41,-,2.7448ns,-,-,-,-,17,-,-
BF,1,427,1656,6,583,810,234,0,2699,1285,7,7,7,29,-,2.7448ns,-,-,-,-,17,-,-
BF,1,428,1679,7,583,804,266,0,2786,1320,7,7,7,26,-,2.7448ns,-,-,-,-,26,-,-
BF,1,429,1623,7,583,792,234,0,2647,1260,7,7,7,14,-,2.7448ns,-,-,-,-,26,-,-
BF,1,430,1629,12,578,774,245,0,2760,1308,12,12,12,32,-,2.7448ns,-,-,-,-,28,-,-
BF,1,431,1629,12,578,774,245,0,2760,1308,12,12,12,32,-,2.7448ns,-,-,-,-,28,-,-
BF,1,432,2986,14,1679,990,280,0,4991,2398,14,14,14,37,-,3.5948ns,-,-,-,-,22,-,-
BF,1,433,2986,14,1679,990,280,0,4991,2398,14,14,14,37,-,3.5948ns,-,-,-,-,22,-,-
BF,1,434,5138,11,4463,552,106,0,8602,4155,11,11,11,17,-,3.2109ns,-,-,-,-,11,-,-
BF,1,435,5204,10,4363,702,123,0,8546,4125,10,10,10,16,-,3.281ns,-,-,-,-,10,-,-
BF,1,436,1687,12,578,816,245,0,2814,1335,13,13,13,48,-,2.7448ns,-,-,-,-,21,-,-
BF,1,437,1687,12,578,816,245,0,2814,1335,13,13,13,48,-,2.7448ns,-,-,-,-,21,-,-
BF,1,438,1654,13,578,798,245,0,2778,1320,13,13,13,33,-,2.7448ns,-,-,-,-,30,-,-
BF,1,439,1654,13,578,798,245,0,2778,1320,13,13,13,33,-,2.7448ns,-,-,-,-,30,-,-
BF,1,440,1630,8,593,768,234,0,2718,1301,8,8,8,35,-,2.7448ns,-,-,-,-,46,-,-
BF,1,441,1630,8,593,768,234,0,2718,1301,8,8,8,35,-,2.7448ns,-,-,-,-,46,-,-
BF,1,442,2996,10,1688,990,280,0,4989,2406,10,10,10,38,-,3.5948ns,-,-,-,-,40,-,-
BF,1,443,2996,10,1688,990,280,0,4989,2406,10,10,10,38,-,3.5948ns,-,-,-,-,40,-,-
BF,1,444,5721,14,4487,984,199,0,9554,4641,14,14,14,51,-,3.2109ns,-,-,-,-,36,-,-
BF,1,445,5575,14,4187,1002,333,0,9394,4434,14,14,14,53,-,3.291ns,-,-,-,-,36,-,-
BF,1,446,1687,8,587,810,238,0,2790,1335,9,9,9,52,-,2.7448ns,-,-,-,-,39,-,-
BF,1,447,1687,8,587,810,238,0,2790,1335,9,9,9,52,-,2.7448ns,-,-,-,-,39,-,-
BF,1,448,1659,9,587,798,237,0,2764,1328,9,9,9,37,-,2.7448ns,-,-,-,-,47,-,-
BF,1,449,1659,9,587,798,237,0,2764,1328,9,9,9,37,-,2.7448ns,-,-,-,-,47,-,-
BF,1,450,1670,8,589,792,251,0,2799,1339,8,8,8,38,-,2.7448ns,-,-,-,-,38,-,-
BF,1,451,1642,8,589,786,232,0,2729,1308,8,8,8,35,-,2.7448ns,-,-,-,-,38,-,-
BF,1,452,3023,10,1684,996,298,0,5048,2426,10,10,10,45,-,3.5948ns,-,-,-,-,32,-,-
BF,1,453,2989,10,1706,966,280,0,5005,2410,10,10,10,37,-,3.7378ns,-,-,-,-,32,-,-
BF,1,454,5639,10,4483,936,180,0,9347,4531,10,10,10,40,-,3.211ns,-,-,-,-,24,-,-
BF,1,456,1711,8,583,816,257,0,2869,1369,9,9,9,55,-,2.7448ns,-,-,-,-,31,-,-
BF,1,457,1684,8,583,810,239,0,2804,1340,9,9,9,52,-,2.7448ns,-,-,-,-,31,-,-
BF,1,458,1683,9,583,804,256,0,2843,1362,9,9,9,40,-,2.7448ns,-,-,-,-,39,-,-
BF,1,459,1656,9,583,798,238,0,2778,1333,9,9,9,37,-,2.7448ns,-,-,-,-,39,-,-
BF,1,460,1685,8,589,780,270,0,2902,1383,8,8,8,46,-,2.7448ns,-,-,-,-,34,-,-
BF,1,461,1634,8,589,780,230,0,2744,1319,8,8,8,35,-,2.7448ns,-,-,-,-,34,-,-
BF,1,462,3071,10,1684,1002,320,0,5211,2504,10,10,10,65,-,3.5948ns,-,-,-,-,28,-,-
BF,1,463,2964,10,1686,966,274,0,4981,2399,10,10,10,38,-,3.7378ns,-,-,-,-,28,-,-
BF,1,464,5494,8,4483,834,143,0,9091,4412,8,8,8,34,-,3.211ns,-,-,-,-,18,-,-
BF,1,466,1742,8,583,822,274,0,2974,1417,9,9,9,63,-,2.7448ns,-,-,-,-,27,-,-
BF,1,467,1681,8,583,810,236,0,2818,1350,9,9,9,52,-,2.7448ns,-,-,-,-,27,-,-
BF,1,468,1714,9,583,810,273,0,2948,1410,9,9,9,48,-,2.7448ns,-,-,-,-,35,-,-
BF,1,469,1653,9,583,798,235,0,2792,1343,9,9,9,37,-,2.7448ns,-,-,-,-,35,-,-
BF,1,470,1667,14,584,774,252,0,2942,1416,14,14,14,57,-,2.7448ns,-,-,-,-,38,-,-
BF,1,471,1667,14,584,774,252,0,2942,1416,14,14,14,57,-,2.7448ns,-,-,-,-,38,-,-
BF,1,472,3024,16,1679,990,294,0,5178,2500,16,16,16,61,-,3.5948ns,-,-,-,-,32,-,-
BF,1,473,3024,16,1679,990,294,0,5178,2500,16,16,16,61,-,3.5948ns,-,-,-,-,32,-,-
BF,1,474,5714,13,4478,984,206,0,9553,4617,13,13,13,46,-,3.2109ns,-,-,-,-,21,-,-
BF,1,475,5549,12,4178,1002,323,0,9292,4371,12,12,12,46,-,3.291ns,-,-,-,-,20,-,-
BF,1,476,1718,14,578,816,251,0,2974,1431,15,15,15,73,-,2.7448ns,-,-,-,-,31,-,-
BF,1,477,1718,14,578,816,251,0,2974,1431,15,15,15,73,-,2.7448ns,-,-,-,-,31,-,-
BF,1,478,1686,15,578,798,252,0,2941,1417,15,15,15,58,-,2.7448ns,-,-,-,-,39,-,-
BF,1,479,1686,15,578,798,252,0,2941,1417,15,15,15,58,-,2.7448ns,-,-,-,-,39,-,-
BF,1,480,2724,5,596,1632,443,15,4200,1932,5,5,5,38,0,2.9648ns,-,-,-,-,28,-,-
BF,1,481,2724,5,596,1632,443,15,4200,1932,5,5,5,38,0,2.9648ns,-,-,-,-,28,-,-
BF,1,482,3895,7,1703,1632,503,15,6289,2923,7,7,7,42,0,3.1378ns,-,-,-,-,28,-,-
BF,1,483,3895,7,1703,1632,503,15,6289,2923,7,7,7,42,0,3.1378ns,-,-,-,-,28,-,-
BF,1,484,6403,4,4496,1524,333,15,10352,4949,4,4,4,35,0,3.2109ns,-,-,-,-,19,-,-
BF,1,485,6403,4,4496,1524,333,15,10352,4949,4,4,4,35,0,3.2109ns,-,-,-,-,19,-,-
BF,1,486,2228,6,602,1200,372,15,3578,1650,6,6,6,39,0,3.0328ns,-,-,-,-,29,-,-
BF,1,487,2228,6,602,1200,372,15,3578,1650,6,6,6,39,0,3.0328ns,-,-,-,-,29,-,-
BF,1,490,2796,5,588,1680,473,14,4318,1986,5,5,5,41,0,3.0661ns,-,-,-,-,24,-,-
BF,1,491,2776,5,588,1680,455,14,4259,1961,5,5,5,39,0,2.9055ns,-,-,-,-,24,-,-
BF,1,492,4013,7,1695,1680,575,14,6532,3027,7,7,7,49,0,3.2891ns,-,-,-,-,24,-,-
BF,1,493,3967,7,1717,1680,513,14,6389,2978,7,7,7,43,0,3.1328ns,-,-,-,-,24,-,-
BF,1,494,6456,4,4488,1572,346,14,10416,4980,4,4,4,36,0,3.2109ns,-,-,-,-,15,-,-
BF,1,496,2300,6,594,1248,402,14,3696,1704,6,6,6,42,0,3.1541ns,-,-,-,-,25,-,-
BF,1,497,2280,6,594,1248,384,14,3637,1679,6,6,6,40,0,3.0035ns,-,-,-,-,25,-,-
BF,1,500,2943,5,583,1776,523,12,4549,2091,5,5,5,49,0,3.0421ns,-,-,-,-,22,-,-
BF,1,501,2897,5,583,1776,485,12,4407,2034,5,5,5,41,0,2.7848ns,-,-,-,-,22,-,-
BF,1,502,4210,7,1690,1776,663,12,6911,3187,7,7,7,69,0,3.3151ns,-,-,-,-,22,-,-
BF,1,503,4066,7,1692,1776,540,12,6499,3030,7,7,7,46,0,3.1328ns,-,-,-,-,22,-,-
BF,1,504,6578,4,4483,1668,377,12,10569,5055,4,4,4,38,0,3.2109ns,-,-,-,-,13,-,-
BF,1,506,2447,6,589,1344,452,12,3927,1809,6,6,6,50,0,3.1301ns,-,-,-,-,23,-,-
BF,1,507,2401,6,589,1344,414,12,3785,1752,6,6,6,42,0,2.9028ns,-,-,-,-,23,-,-
BF,1,510,2648,3,578,1626,419,0,3976,1829,3,3,3,25,0,2.7448ns,-,-,-,-,19,-,-
BF,1,511,2648,3,578,1626,419,0,3976,1829,3,3,3,25,0,2.7448ns,-,-,-,-,19,-,-
BF,1,512,3821,5,1685,1632,477,0,6060,2825,5,5,5,27,0,3.1328ns,-,-,-,-,19,-,-
BF,1,513,3821,5,1685,1632,477,0,6060,2825,5,5,5,27,0,3.1328ns,-,-,-,-,19,-,-
BF,1,514,6209,3,4478,1476,234,0,9889,4773,3,3,3,21,0,3.2109ns,-,-,-,-,11,-,-
BF,1,515,6209,3,4478,1476,234,0,9889,4773,3,3,3,21,0,3.2109ns,-,-,-,-,11,-,-
BF,1,516,2152,4,584,1194,348,0,3352,1546,4,4,4,26,0,2.7448ns,-,-,-,-,20,-,-
BF,1,517,2152,4,584,1194,348,0,3352,1546,4,4,4,26,0,2.7448ns,-,-,-,-,20,-,-
BF,1,520,3011,5,632,1620,701,24,5049,2187,5,5,5,34,0,2.9648ns,-,-,-,-,22,-,-
BF,1,521,2415,5,614,1332,427,18,3822,1744,5,5,5,24,0,2.9648ns,-,-,-,-,22,-,-
BF,1,522,4270,7,1733,1620,829,24,7573,3293,7,7,7,64,0,3.3801ns,-,-,-,-,22,-,-
BF,1,523,3570,7,1717,1332,474,18,5868,2720,7,7,7,29,0,3.1378ns,-,-,-,-,22,-,-
BF,1,524,6644,4,4517,1512,565,24,10991,5137,4,4,4,26,0,3.2109ns,-,-,-,-,13,-,-
BF,1,526,2513,6,623,1200,631,24,4411,1897,6,6,6,35,0,3.0328ns,-,-,-,-,23,-,-
BF,1,527,1922,6,614,912,353,18,3183,1456,6,6,6,25,0,3.0328ns,-,-,-,-,23,-,-
BF,1,530,3084,5,624,1668,731,23,5171,2245,5,5,5,38,0,3.0661ns,-,-,-,-,18,-,-
BF,1,531,2468,5,606,1380,439,17,3885,1777,5,5,5,26,0,2.9055ns,-,-,-,-,18,-,-
BF,1,532,4389,7,1725,1668,901,23,7818,3400,7,7,7,72,0,3.3801ns,-,-,-,-,18,-,-
BF,1,533,3616,7,1704,1380,484,17,5921,2751,7,7,7,31,0,3.0375ns,-,-,-,-,18,-,-
BF,1,534,6697,4,4509,1560,578,23,11058,5170,4,4,4,27,0,3.2109ns,-,-,-,-,9,-,-
BF,1,536,2586,6,615,1248,661,23,4537,1958,6,6,6,39,0,3.1541ns,-,-,-,-,19,-,-
BF,1,537,1975,6,606,960,365,17,3250,1492,6,6,6,27,0,3.0035ns,-,-,-,-,19,-,-
BF,1,540,3247,5,619,1764,798,21,5431,2369,5,5,5,45,0,3.0921ns,-,-,-,-,16,-,-
BF,1,541,2605,5,601,1476,486,15,4062,1869,5,5,5,27,0,2.8348ns,-,-,-,-,16,-,-
BF,1,542,4602,7,1720,1764,1006,21,8224,3578,7,7,7,91,0,3.4301ns,-,-,-,-,16,-,-
BF,1,543,3727,7,1677,1476,527,15,6043,2814,7,7,7,32,0,3.0875ns,-,-,-,-,16,-,-
BF,1,544,6819,4,4504,1656,608,21,11219,5254,4,4,4,30,0,3.2109ns,-,-,-,-,7,-,-
BF,1,546,2733,6,610,1344,711,21,4768,2064,6,6,6,47,0,3.1301ns,-,-,-,-,17,-,-
BF,1,547,2096,6,601,1056,395,15,3398,1566,6,6,6,29,0,2.9028ns,-,-,-,-,17,-,-
BF,1,550,2951,3,614,1614,694,9,4856,2102,3,3,3,20,0,2.9421ns,-,-,-,-,13,-,-
BF,1,551,2355,3,596,1326,420,3,3629,1659,3,3,3,10,0,2.7948ns,-,-,-,-,13,-,-
BF,1,552,4219,5,1715,1620,827,9,7396,3217,5,5,5,48,0,3.4301ns,-,-,-,-,13,-,-
BF,1,553,3519,5,1699,1332,472,3,5691,2644,5,5,5,13,0,3.1828ns,-,-,-,-,13,-,-
BF,1,554,6450,3,4499,1464,465,9,10539,4968,3,3,3,13,0,3.2109ns,-,-,-,-,5,-,-
BF,1,556,2438,4,605,1194,607,9,4193,1799,4,4,4,23,0,2.8921ns,-,-,-,-,14,-,-
BF,1,557,1847,4,596,906,329,3,2965,1358,4,4,4,13,0,2.7448ns,-,-,-,-,14,-,-
BF,1,560,2187,4,596,1194,366,15,3427,1565,4,4,4,16,0,2.9648ns,-,-,-,-,19,-,-
BF,1,561,2187,4,596,1194,366,15,3427,1565,4,4,4,16,0,2.9648ns,-,-,-,-,19,-,-
BF,1,562,3531,6,1697,1392,408,15,5638,2640,6,6,6,19,0,3.1378ns,-,-,-,-,19,-,-
BF,1,563,3531,6,1697,1392,408,15,5638,2640,6,6,6,19,0,3.1378ns,-,-,-,-,19,-,-
BF,1,564,5854,3,4481,1092,253,15,9544,4577,3,3,3,13,0,3.2109ns,-,-,-,-,10,-,-
BF,1,565,5854,3,4481,1092,253,15,9544,4577,3,3,3,13,0,3.2109ns,-,-,-,-,10,-,-
BF,1,566,2196,5,596,1200,368,15,3454,1580,5,5,5,17,0,3.0328ns,-,-,-,-,20,-,-
BF,1,567,2196,5,596,1200,368,15,3454,1580,5,5,5,17,0,3.0328ns,-,-,-,-,20,-,-
